time,Tpcm
264660.0,290.20094347904865
264720.0,290.19946080546276
264780.0,290.19798583192227
264840.0,290.1965154717624
264900.0,290.19505277318325
264960.0,290.19359710881196
265020.0,290.19252957393246
265080.0,290.191619872948
265140.0,290.19018642756055
265200.0,290.188757495723
265260.0,290.1873372715313
265320.0,290.1859233930705
265380.0,290.1845192803021
265440.0,290.183122574938
265500.0,290.18173324868377
265560.0,290.18073175502224
265620.0,290.1798877529912
265680.0,290.1791121221021
265740.0,290.1777411578801
265800.0,290.17697654882693
265860.0,290.1762165038448
265920.0,290.17546102289253
265980.0,290.1747100449084
266040.0,290.1733630485783
266100.0,290.1726233093444
266160.0,290.1712871190765
266220.0,290.16995898088913
266280.0,290.16863969405676
266340.0,290.16792631083115
266400.0,290.1672175600054
266460.0,290.16651379647595
266520.0,290.1658140203924
266580.0,290.1651182119502
266640.0,290.16403912051976
266700.0,290.16281136707727
266760.0,290.1621309299692
266820.0,290.1614548201774
266880.0,290.1607831789343
266940.0,290.15951102960327
267000.0,290.15884961228517
267060.0,290.15819221287023
267120.0,290.1575397994409
267180.0,290.15689111592366
267240.0,290.1562461434021
267300.0,290.15521605629533
267360.0,290.1544673552215
267420.0,290.15382536489295
267480.0,290.1531979634676
267540.0,290.1519693359046
267600.0,290.15135156486264
267660.0,290.1507372338501
267720.0,290.1495211303019
267780.0,290.14891718194207
267840.0,290.14831714000275
267900.0,290.1471521806802
267960.0,290.14655845973556
268020.0,290.1459718268933
268080.0,290.1447818155329
268140.0,290.1442053290662
268200.0,290.14363255868244
268260.0,290.14306301699105
268320.0,290.1424965382124
268380.0,290.1419334742889
268440.0,290.14137458584156
268500.0,290.14081800853074
268560.0,290.1402647680401
268620.0,290.13971520951617
268680.0,290.13916841525065
268740.0,290.13946376140035
268800.0,290.13690911621524
268860.0,290.13444198077025
268920.0,290.1320360266279
268980.0,290.13252638685435
269040.0,290.1330005058915
269100.0,290.1334627623851
269160.0,290.1339093774564
269220.0,290.137043084252
269280.0,290.1373955790725
269340.0,290.1404669006801
269400.0,290.14344117577986
269460.0,290.1463134753738
269520.0,290.1491071435814
269580.0,290.1518243957897
269640.0,290.1544907373938
269700.0,290.1570897680309
269760.0,290.1596216966897
269820.0,290.1620849328208
269880.0,290.16448055314754
269940.0,290.1682931395324
270000.0,290.1729695076261
270060.0,290.17774972791284
270120.0,290.1823692421188
270180.0,290.18690424946305
270240.0,290.19129223730386
270300.0,290.19556637538176
270360.0,290.19969546114777
270420.0,290.2064532749324
270480.0,290.2129992455523
270540.0,290.2193180905888
270600.0,290.2255194830984
270660.0,290.2315254182952
270720.0,290.2400361166977
270780.0,290.2483080479335
270840.0,290.25630750645183
270900.0,290.2640851921074
270960.0,290.2716473904221
271020.0,290.2790630970391
271080.0,290.2862936889274
271140.0,290.2933297714653
271200.0,290.30193858019464
271260.0,290.3111018597985
271320.0,290.32003667278315
271380.0,290.328678904612
271440.0,290.3370829060997
271500.0,290.3452554997587
271560.0,290.3532712246241
271620.0,290.36283551582477
271680.0,290.37272787774845
271740.0,290.3825370535008
271800.0,290.3921268542351
271860.0,290.4014346396474
271920.0,290.4104238521867
271980.0,290.4191673843228
272040.0,290.42767260892396
272100.0,290.4376813505236
272160.0,290.4481016417993
272220.0,290.458401258381
272280.0,290.4684810031427
272340.0,290.47824036297305
272400.0,290.4877571758306
272460.0,290.4969506181289
272520.0,290.50589550190824
272580.0,290.5145992599993
272640.0,290.5231426542401
272700.0,290.531474367965
272760.0,290.53959530372623
272820.0,290.5475007625116
272880.0,290.5551943105348
272940.0,290.5626809809625
273000.0,290.5699666039945
273060.0,290.57705713987013
273120.0,290.5839583800053
273180.0,290.59067590813095
273240.0,290.59721506291254
273300.0,290.6035809858717
273360.0,290.6097786494546
273420.0,290.61581287415
273480.0,290.6216883306935
273540.0,290.6274095410734
273600.0,290.63298088108616
273660.0,290.6384065859035
273720.0,290.64369075612876
273780.0,290.6488373636986
273840.0,290.6538502563823
273900.0,290.6598116271992
273960.0,290.6669397042361
274020.0,290.67404116820603
274080.0,290.6808747575801
274140.0,290.6850342746848
274200.0,290.6915225781122
274260.0,290.69786695573555
274320.0,290.70401320758214
274380.0,290.7100466243011
274440.0,290.71591070288883
274500.0,290.72158792924256
274560.0,290.72712087686443
274620.0,290.73251351625095
274680.0,290.73781266136484
274740.0,290.7429881428048
274800.0,290.7480402766872
274860.0,290.7514062167079
274920.0,290.75406926334404
274980.0,290.75878892271515
275040.0,290.7634212134316
275100.0,290.76550914335195
275160.0,290.7699747701424
275220.0,290.7743248150334
275280.0,290.7761384155814
275340.0,290.7779171503065
275400.0,290.77965259809116
275460.0,290.78134248658296
275520.0,290.7829976234756
275580.0,290.7846117456868
275640.0,290.78617532792316
275700.0,290.7877010032002
275760.0,290.78918971475406
275820.0,290.78817893923366
275880.0,290.787199552087
275940.0,290.7862431449972
276000.0,290.78778153555214
276060.0,290.7892743549103
276120.0,290.79073523006326
276180.0,290.79215050191414
276240.0,290.7910640906441
276300.0,290.7900113796443
276360.0,290.7914576400182
276420.0,290.7903890427245
276480.0,290.78935359773436
276540.0,290.78834242533884
276600.0,290.7873633426389
276660.0,290.7864091284683
276720.0,290.78547915789255
276780.0,290.78456537905566
276840.0,290.78201534310676
276900.0,290.77887160686186
276960.0,290.7755681076486
277020.0,290.77232880125234
277080.0,290.7691842585633
277140.0,290.7661119466985
277200.0,290.76313657757015
277260.0,290.76023624134166
277320.0,290.75484250727504
277380.0,290.7495632152828
277440.0,290.7444063153185
277500.0,290.741861490853
277560.0,290.7394877594293
277620.0,290.7345744103885
277680.0,290.7297929302253
277740.0,290.725119199786
277800.0,290.72058634635954
277860.0,290.7161575186723
277920.0,290.71186852503547
277980.0,290.7076877843341
278040.0,290.7036126927203
278100.0,290.6996082313947
278160.0,290.6956974843038
278220.0,290.6918804306587
278280.0,290.6881596405374
278340.0,290.68310294145437
278400.0,290.6772392754003
278460.0,290.67130105691984
278520.0,290.66554875702155
278580.0,290.65989247039846
278640.0,290.6544067282134
278700.0,290.64905050529643
278760.0,290.6412552560306
278820.0,290.6336146406854
278880.0,290.62616022896
278940.0,290.61640351687373
279000.0,290.6040709924628
279060.0,290.5946901993243
279120.0,290.58290139345746
279180.0,290.5714235032307
279240.0,290.55757041278275
279300.0,290.54408377803645
279360.0,290.5310144208923
279420.0,290.51826978665116
279480.0,290.505842990446
279540.0,290.4936292330775
279600.0,290.4816854557224
279660.0,290.47003904903835
279720.0,290.4586824903158
279780.0,290.4476157923834
279840.0,290.4368323262909
279900.0,290.42632691845694
279960.0,290.4146118937306
280020.0,290.4042358639332
280080.0,290.3945412365891
280140.0,290.38525943569505
280200.0,290.37621780272843
280260.0,290.36470717474856
280320.0,290.3534482455093
280380.0,290.34245891404294
280440.0,290.3318058794411
280500.0,290.31883072979525
280560.0,290.30603390076897
280620.0,290.2935398629401
280680.0,290.2813333409466
280740.0,290.26952651078926
280800.0,290.2579585745023
280860.0,290.24674438710576
280920.0,290.23580142163354
280980.0,290.22519842793054
281040.0,290.2148741974897
281100.0,290.2048227342286
281160.0,290.19495941893774
281220.0,290.18533225001096
281280.0,290.17595543654835
281340.0,290.1649698964158
281400.0,290.1534551105217
281460.0,290.1422136733994
281520.0,290.1313256133968
281580.0,290.1180519810604
281640.0,290.10498584919145
281700.0,290.08937510815065
281760.0,290.0770002558115
281820.0,290.06213328221367
281880.0,290.0505381941857
281940.0,290.03638232788563
282000.0,290.02262224824716
282060.0,290.0092596200902
282120.0,289.99630039233864
282180.0,289.98363776508654
282240.0,289.9713094034406
282300.0,289.95933639529426
282360.0,289.9477685917123
282420.0,289.9365153014555
282480.0,289.925568716994
282540.0,289.91482711142254
282600.0,289.9025013909161
282660.0,289.8918163996653
282720.0,289.8795088377688
282780.0,289.86718807826827
282840.0,289.85519018513435
282900.0,289.8436248656142
282960.0,289.83237789829377
283020.0,289.81857741956867
283080.0,289.8079370070014
283140.0,289.79466311883095
283200.0,289.7788743716891
283260.0,289.7664123480744
283320.0,289.75434260619056
283380.0,289.74259258203654
283440.0,289.72838494891397
283500.0,289.71734286645477
283560.0,289.70375375383395
283620.0,289.69050534484774
283680.0,289.67767598089085
283740.0,289.665186410766
283800.0,289.6531237258571
283860.0,289.64129425166914
283920.0,289.62981268872596
283980.0,289.6186766192475
284040.0,289.60793308360144
284100.0,289.5974936239613
284160.0,289.5873501891072
284220.0,289.5774043328286
284280.0,289.5696066716588
284340.0,289.56067166516476
284400.0,289.551490122299
284460.0,289.54265760845004
284520.0,289.53407797063824
284580.0,289.52574432940486
284640.0,289.52058662681833
284700.0,289.51555592533697
284760.0,289.5106608892191
284820.0,289.50593402843947
284880.0,289.50134428409274
284940.0,289.49688806035664
285000.0,289.4925241864778
285060.0,289.48827462040595
285120.0,289.4841460286087
285180.0,289.48013809450634
285240.0,289.4762485675031
285300.0,289.4724743895316
285360.0,289.4704320039202
285420.0,289.46736117379317
285480.0,289.4664029316049
285540.0,289.46591596440436
285600.0,289.4654445831692
285660.0,289.4649862762223
285720.0,289.46454395400036
285780.0,289.4641146469615
285840.0,289.46369799762726
285900.0,289.4662622412801
285960.0,289.46873357562436
286020.0,289.471137265194
286080.0,289.4734520844694
286140.0,289.4756984466835
286200.0,289.4778784053139
286260.0,289.4800141793456
286320.0,289.48209162085516
286380.0,289.4841109907971
286440.0,289.4879742174344
286500.0,289.4927344512702
286560.0,289.4944304204132
286620.0,289.49897759511157
286680.0,289.5034287435417
286740.0,289.5077234597601
286800.0,289.50913618294896
286860.0,289.510340333996
286920.0,289.5144678487387
286980.0,289.5184578142788
287040.0,289.5222995543032
287100.0,289.52310848836805
287160.0,289.52684468425946
287220.0,289.53047272031614
287280.0,289.53397478478183
287340.0,289.5373812370617
287400.0,289.5378925354568
287460.0,289.538248322168
287520.0,289.5385934956438
287580.0,289.53892604544166
287640.0,289.539248888936
287700.0,289.5366038658728
287760.0,289.53405300568824
287820.0,289.53452343302496
287880.0,289.53497704897654
287940.0,289.53541893430764
288000.0,289.53584417486564
288060.0,289.53625699581585
288120.0,289.53665776091344
288180.0,289.53705143401436
288240.0,289.5374335581614
288300.0,289.53780528643904
288360.0,289.5381660365407
288420.0,289.5385162758092
288480.0,289.5388561022812
288540.0,289.5391858065522
288600.0,289.5395057167087
288660.0,289.5368531787648
288720.0,289.53724088891494
288780.0,289.5376147515807
288840.0,289.53797895142054
288900.0,289.5412440578876
288960.0,289.54443258225734
289020.0,289.54753013504774
289080.0,289.5505255870111
289140.0,289.5534498810278
289200.0,289.55626705642516
289260.0,289.5590195484302
289320.0,289.5616785583064
289380.0,289.56426888248825
289440.0,289.5696660283709
289500.0,289.5749358651184
289560.0,289.5829838741981
289620.0,289.593738986858
289680.0,289.6041612813211
289740.0,289.6142671909766
289800.0,289.62403788518594
289860.0,289.6393903450127
289920.0,289.65717709929544
289980.0,289.6743442733144
290040.0,289.69370672118555
290100.0,289.71259405690927
290160.0,289.7309197144055
290220.0,289.7514364834178
290280.0,289.7714638272601
290340.0,289.79354443753226
290400.0,289.8180129121146
290460.0,289.8416641392982
290520.0,289.8645160918714
290580.0,289.889407419171
290640.0,289.9135823397103
290700.0,289.93959695852783
290760.0,289.96224884691367
290820.0,289.9814602341796
290880.0,290.0000624131328
290940.0,290.020661779798
291000.0,290.0407690164766
291060.0,290.06303293857655
291120.0,290.0846819273469
291180.0,290.1056388340516
291240.0,290.1259208724292
291300.0,290.145444046962
291360.0,290.16706429013004
291420.0,290.1907924103248
291480.0,290.211275691198
291540.0,290.2365289209123
291600.0,290.26088050077965
291660.0,290.2844574553403
291720.0,290.3100365197983
291780.0,290.33225201182233
291840.0,290.3564432126739
291900.0,290.3772802795784
291960.0,290.39740958517103
292020.0,290.41697193646996
292080.0,290.4359830590187
292140.0,290.4543577414015
292200.0,290.47480282391035
292260.0,290.49468275623013
292320.0,290.5139258053173
292380.0,290.53266796243213
292440.0,290.5508560905452
292500.0,290.56847947780153
292560.0,290.5880555614156
292620.0,290.6046790204199
292680.0,290.62080871699476
292740.0,290.63634683040675
292800.0,290.65145416396143
292860.0,290.66614471147346
292920.0,290.6821409635904
292980.0,290.7015184755628
293040.0,290.7220859493971
293100.0,290.74229801715376
293160.0,290.76185775775855
293220.0,290.783158652409
293280.0,290.8016339177036
293340.0,290.82188237877466
293400.0,290.8415917022311
293460.0,290.8607730369271
293520.0,290.8769908506166
293580.0,290.8928075958698
293640.0,290.908091967135
293700.0,290.9252761129568
293760.0,290.94435401012834
293820.0,290.96296161413755
293880.0,290.9831448438724
293940.0,291.0029463618847
294000.0,291.01999581679155
294060.0,291.0411686988538
294120.0,291.0616592659713
294180.0,291.08840629860794
294240.0,291.1121187910215
294300.0,291.13507729570483
294360.0,291.159456659514
294420.0,291.1790015452352
294480.0,291.19793917766464
294540.0,291.21628856869665
294600.0,291.23214837792585
294660.0,291.2454128545241
294720.0,291.2583543921784
294780.0,291.27299982025863
294840.0,291.28527842024835
294900.0,291.2992701301762
294960.0,291.31090096257475
295020.0,291.32429171317364
295080.0,291.3353095829148
295140.0,291.3460388925849
295200.0,291.35861493434953
295260.0,291.3688136803909
295320.0,291.3787694731176
295380.0,291.3904820709943
295440.0,291.40194104272354
295500.0,291.4152152057636
295560.0,291.43011329921734
295620.0,291.44469845654885
295680.0,291.4589015681929
295740.0,291.4708275170602
295800.0,291.4824225885958
295860.0,291.4937060275821
295920.0,291.5067472240981
295980.0,291.5194552905471
296040.0,291.5337375747914
296100.0,291.55157666794224
296160.0,291.5690715907642
296220.0,291.58808826797303
296280.0,291.6066030641218
296340.0,291.622689757488
296400.0,291.63841409146886
296460.0,291.65366860311144
296520.0,291.67042095518497
296580.0,291.68682802578866
296640.0,291.7028701459964
296700.0,291.71846075362214
296760.0,291.73368445216863
296820.0,291.7468177268348
296880.0,291.7578161978536
296940.0,291.76856929110687
297000.0,291.7827480005169
297060.0,291.79833451939055
297120.0,291.8189840475662
297180.0,291.8461912611423
297240.0,291.8761382087109
297300.0,291.9000467189171
297360.0,291.9233164776442
297420.0,291.94260813311837
297480.0,291.95972084294897
297540.0,291.97308468116364
297600.0,291.98610729883666
297660.0,291.9972371560675
297720.0,292.0097443745673
297780.0,292.02200068424264
297840.0,292.0355739744241
297900.0,292.05220310508344
297960.0,292.0684409279583
298020.0,292.08422495669834
298080.0,292.09973800366294
298140.0,292.1132711158554
298200.0,292.126544853201
298260.0,292.1379076042453
298320.0,292.14754590438974
298380.0,292.1569807110409
298440.0,292.16313482264036
298500.0,292.16761448730205
298560.0,292.17513114219315
298620.0,292.1840584092485
298680.0,292.19279356870834
298740.0,292.20132068750826
298800.0,292.20968821534825
298860.0,292.2179000328942
298920.0,292.22503211868076
298980.0,292.2306919933696
299040.0,292.2355093553339
299100.0,292.24175058632903
299160.0,292.25394836707005
299220.0,292.27038514755475
299280.0,292.289430966408
299340.0,292.3094418150721
299400.0,292.32614482882656
299460.0,292.34826462468993
299520.0,292.3712842129987
299580.0,292.39658001973623
299640.0,292.41843983284684
299700.0,292.438312162522
299760.0,292.45369472465654
299820.0,292.4660195688469
299880.0,292.47671100699455
299940.0,292.483163764902
300000.0,292.48814782903315
300060.0,292.49304827652674
300120.0,292.4951740894775
300180.0,292.49591633280727
300240.0,292.4966466697546
300300.0,292.49736450196247
300360.0,292.4994161880806
300420.0,292.5014429351324
300480.0,292.5034427498505
300540.0,292.5054087162475
300600.0,292.5073466584156
300660.0,292.50925695945205
300720.0,292.51413584298024
300780.0,292.5279941397469
300840.0,292.5415347304905
300900.0,292.5561631994751
300960.0,292.5757208171938
301020.0,292.594823941976
301080.0,292.61213954222035
301140.0,292.6291819592229
301200.0,292.6445200163034
301260.0,292.6571736172782
301320.0,292.6683382185042
301380.0,292.6817882505563
301440.0,292.6986773156245
301500.0,292.71394451226894
301560.0,292.73017409473385
301620.0,292.74489228330333
301680.0,292.75814434448233
301740.0,292.7687685218757
301800.0,292.77919678463246
301860.0,292.78823403178376
301920.0,292.79483436489284
301980.0,292.80131799747517
302040.0,292.80887076789173
302100.0,292.815173349291
302160.0,292.8225004597876
302220.0,292.8320494115484
302280.0,292.8471656980961
302340.0,292.8665217231321
302400.0,292.8899471121465
302460.0,292.9150323419811
302520.0,292.9427972964076
302580.0,292.9677210746146
302640.0,292.9941780282873
302700.0,293.0209323966874
302760.0,293.0451019181803
302820.0,293.0656539560713
302880.0,293.08468758266537
302940.0,293.102402215863
303000.0,293.11878672480196
303060.0,293.13389065865783
303120.0,293.1487052268945
303180.0,293.1671616796054
303240.0,293.19003713959637
303300.0,293.2142854245458
303360.0,293.23696570105346
303420.0,293.25559114690077
303480.0,293.27202656650974
303540.0,293.2863589126188
303600.0,293.29865869394627
303660.0,293.31073723934236
303720.0,293.322581261533
303780.0,293.3325376056329
303840.0,293.34499745643745
303900.0,293.3615995460228
303960.0,293.3813404751986
304020.0,293.40408327597964
304080.0,293.42801174492496
304140.0,293.4481288941207
304200.0,293.46779119829955
304260.0,293.4887409788668
304320.0,293.50926205072574
304380.0,293.5278187174225
304440.0,293.5475935530335
304500.0,293.5669357034051
304560.0,293.5882610145174
304620.0,293.6076459904902
304680.0,293.62741126446696
304740.0,293.6460709015723
304800.0,293.6643465334831
304860.0,293.6837756082911
304920.0,293.7007080398149
304980.0,293.7172832785163
305040.0,293.7343458472905
305100.0,293.74628337551593
305160.0,293.7601187711423
305220.0,293.7757828786741
305280.0,293.7904712528264
305340.0,293.80495040195035
305400.0,293.81725411317717
305460.0,293.8293572591172
305520.0,293.8419009335436
305580.0,293.8543066053746
305640.0,293.8685008177652
305700.0,293.88630353036893
305760.0,293.9063226311421
305820.0,293.92594732843855
305880.0,293.9446247465012
305940.0,293.964799299983
306000.0,293.985789498239
306060.0,294.0028540034126
306120.0,294.02019596216934
306180.0,294.0361133863194
306240.0,294.0506375128
306300.0,294.0638055624794
306360.0,294.07619106429246
306420.0,294.0856412508651
306480.0,294.0938626596829
306540.0,294.10088051445047
306600.0,294.10671944740255
306660.0,294.1119558048699
306720.0,294.1160375474596
306780.0,294.11953040521354
306840.0,294.12245048804715
306900.0,294.1242513997096
306960.0,294.12439290429825
307020.0,294.12508216405166
307080.0,294.1257675710701
307140.0,294.1259003619108
307200.0,294.1260326313547
307260.0,294.1234543489535
307320.0,294.11762368784997
307380.0,294.1085975145466
307440.0,294.09992391732044
307500.0,294.09164259656075
307560.0,294.0836637384942
307620.0,294.0727090447164
307680.0,294.05889191489007
307740.0,294.0487699101603
307800.0,294.0391246324778
307860.0,294.0299545496799
307920.0,294.02117355298
307980.0,294.0127720001816
308040.0,294.0046291081257
308100.0,293.99681485267615
308160.0,293.99132431477034
308220.0,293.9847716970304
308280.0,293.97791695467913
308340.0,293.9714751801711
308400.0,293.96533063372885
308460.0,293.95682645616057
308520.0,293.9487260935238
308580.0,293.9410474638872
308640.0,293.9338748795706
308700.0,293.927098643054
308760.0,293.9206937719366
308820.0,293.91307869321474
308880.0,293.90540945077623
308940.0,293.9000923650913
309000.0,293.893040429924
309060.0,293.88455128043637
309120.0,293.8767241652885
309180.0,293.86952920160456
309240.0,293.8610454697279
309300.0,293.8561764103242
309360.0,293.853036302659
309420.0,293.85149075958697
309480.0,293.8514684999125
309540.0,293.85211997629864
309600.0,293.8527659026214
309660.0,293.85340768896674
309720.0,293.855365522931
309780.0,293.85796665611866
309840.0,293.8618616624606
309900.0,293.86637060217754
309960.0,293.8701902636941
310020.0,293.87462799361083
310080.0,293.87901859731204
310140.0,293.8827204716058
310200.0,293.88574658194415
310260.0,293.88939651834806
310320.0,293.89301012876484
310380.0,293.89658944034284
310440.0,293.90078630034145
310500.0,293.90366639779455
310560.0,293.9065193001579
310620.0,293.90870804026355
310680.0,293.9102481323518
310740.0,293.91177466661065
310800.0,293.9126550650206
310860.0,293.91127962684493
310920.0,293.90995186598815
310980.0,293.91020744866694
311040.0,293.91046099876
311100.0,293.9091510198296
311160.0,293.90788695901676
311220.0,293.90815609327313
311280.0,293.90691274031485
311340.0,293.90571216087653
311400.0,293.9024635061133
311460.0,293.8993530700973
311520.0,293.89446250895185
311580.0,293.88783516419664
311640.0,293.8816671700462
311700.0,293.87590855367546
311760.0,293.86892438503054
311820.0,293.86226635308645
311880.0,293.85596141291165
311940.0,293.8499784999601
312000.0,293.8415670084185
312060.0,293.8311849814547
312120.0,293.82171441690645
312180.0,293.8117962799655
312240.0,293.8034868398161
312300.0,293.79359764937607
312360.0,293.78526534601536
312420.0,293.77646015528506
312480.0,293.7688948090674
312540.0,293.7607901906192
312600.0,293.75212120175496
312660.0,293.74376603850726
312720.0,293.7357232212522
312780.0,293.72867289822443
312840.0,293.7209547220024
312900.0,293.7134013920441
312960.0,293.70445789749164
313020.0,293.69570423113584
313080.0,293.68711240841435
313140.0,293.67864950248867
313200.0,293.66959141941146
313260.0,293.6606126277866
313320.0,293.6509891516136
313380.0,293.6414738637289
313440.0,293.63130209538065
313500.0,293.6219456078406
313560.0,293.6126562526493
313620.0,293.6026974305183
313680.0,293.59425805782183
313740.0,293.58366393833455
313800.0,293.5745944535362
313860.0,293.5640937995222
313920.0,293.5543870981422
313980.0,293.5454572513957
314040.0,293.53656830209314
314100.0,293.52697697849123
314160.0,293.5174110681207
314220.0,293.50788588102625
314280.0,293.49839463561835
314340.0,293.4889402986571
314400.0,293.4779870056003
314460.0,293.46784018973364
314520.0,293.455407453949
314580.0,293.44455313958406
314640.0,293.43295380370193
314700.0,293.4213897456215
314760.0,293.4106445785344
314820.0,293.39834513171434
314880.0,293.3868753522507
314940.0,293.37465172922043
315000.0,293.3632494435019
315060.0,293.3526741540846
315120.0,293.3413342260402
315180.0,293.3300314179561
315240.0,293.31877249276744
315300.0,293.30837309860283
315360.0,293.2980054463504
315420.0,293.28849824012644
315480.0,293.2781951219368
315540.0,293.26876859818054
315600.0,293.25853970691867
315660.0,293.2475111201738
315720.0,293.23652197765733
315780.0,293.2263955548546
315840.0,293.2163432577662
315900.0,293.20632980765686
315960.0,293.1963693818112
316020.0,293.1873201800619
316080.0,293.1774291755004
316140.0,293.16845283233545
316200.0,293.15952620534193
316260.0,293.1506541260167
316320.0,293.14182602413547
316380.0,293.1321528246275
316440.0,293.12340520341354
316500.0,293.1129032439884
316560.0,293.1042505151723
316620.0,293.09473808475224
316680.0,293.087088621954
316740.0,293.0803997476812
316800.0,293.0737524116721
316860.0,293.06530953355025
316920.0,293.05784142836745
316980.0,293.05041510624136
317040.0,293.0448757856009
317100.0,293.0384477351116
317160.0,293.03299497521596
317220.0,293.02757899338957
317280.0,293.0231428550703
317340.0,293.0187284953523
317400.0,293.0152861759718
317460.0,293.0118709862085
317520.0,293.0084876657834
317580.0,293.0042413612465
317640.0,293.00090685481786
317700.0,292.99760317412193
317760.0,292.9952688770479
317820.0,292.99484179632276
317880.0,292.9944194368441
317940.0,292.9950175559891
318000.0,292.99459279841193
318060.0,292.99518899752553
318120.0,292.99684952604423
318180.0,292.99956648145155
318240.0,293.00332014653515
318300.0,293.00702259466266
318360.0,293.01068487009275
318420.0,293.01429489224375
318480.0,293.0178592294795
318540.0,293.0224390043065
318600.0,293.02800185987104
318660.0,293.0324745854028
318720.0,293.03687038708904
318780.0,293.04224675523557
318840.0,293.0454748971418
318900.0,293.0497092660669
318960.0,293.0538843047416
319020.0,293.0580085330165
319080.0,293.06103705444275
319140.0,293.0640323934942
319200.0,293.0669856508772
319260.0,293.06892313020813
319320.0,293.0697768598233
319380.0,293.0695952301994
319440.0,293.0694156115957
319500.0,293.06923749131766
319560.0,293.0690613937847
319620.0,293.0688868951028
319680.0,293.06871398099406
319740.0,293.06854213761943
319800.0,293.0683716603112
319860.0,293.0682027093847
319920.0,293.0680352651467
319980.0,293.06736755961504
320040.0,293.0670558897023
320100.0,293.06688607629115
320160.0,293.06774715457703
320220.0,293.068596924951
320280.0,293.0684260256443
320340.0,293.06825702068454
320400.0,293.0680893656545
320460.0,293.0679236779277
320520.0,293.0668430649777
320580.0,293.0666883044945
320640.0,293.06561473365895
320700.0,293.0645519226142
320760.0,293.06165393079846
320820.0,293.05878030534626
320880.0,293.0559345042706
320940.0,293.0531084155415
321000.0,293.0503039009061
321060.0,293.047527768479
321120.0,293.0447679474494
321180.0,293.04203137899947
321240.0,293.03838424730833
321300.0,293.03476866118564
321360.0,293.0302560338387
321420.0,293.02577008600065
321480.0,293.0203764614127
321540.0,293.01501997711165
321600.0,293.00970472663613
321660.0,293.0025303141291
321720.0,292.9954087903141
321780.0,292.98741366391806
321840.0,292.9794351860027
321900.0,292.9715019050264
321960.0,292.96553774771587
322020.0,292.95868470081433
322080.0,292.9518501480492
322140.0,292.94408963521414
322200.0,292.93638108548583
322260.0,292.9277628014078
322320.0,292.9191860051072
322380.0,292.90967648636325
322440.0,292.9002173609986
322500.0,292.88983311085883
322560.0,292.88049272826055
322620.0,292.87020481967954
322680.0,292.85998649631074
322740.0,292.84983834301084
322800.0,292.83974983976185
322860.0,292.82972150351145
322920.0,292.81973554511416
322980.0,292.8104891677035
323040.0,292.8008403131691
323100.0,292.7910435905521
323160.0,292.7823563923082
323220.0,292.7747409783707
323280.0,292.76719466307543
323340.0,292.75867043070684
323400.0,292.75228584899537
323460.0,292.7459615568224
323520.0,292.7396850342398
323580.0,292.7344623848679
323640.0,292.72933503622886
323700.0,292.7242613970211
323760.0,292.7202822339161
323820.0,292.71740669268206
323880.0,292.7145604346239
