#1
double T_one_node(7200,2)  # one-node PCM temperature from Matlab
0	21.9
1	21.80432968
2	21.7452476
3	21.70926585
4	21.68490012
5	21.66679627
6	21.65245323
7	21.64186979
8	21.63269108
9	21.62353033
10	21.61539431
11	21.60805812
12	21.60136227
13	21.5944502
14	21.58738636
15	21.58085412
16	21.57476216
17	21.56904038
18	21.56363381
19	21.55849861
20	21.55359926
21	21.54939032
22	21.54580265
23	21.54232313
24	21.53849323
25	21.53433939
26	21.53073698
27	21.52722747
28	21.52339398
29	21.51965615
30	21.51600576
31	21.51243555
32	21.50893908
33	21.50588512
34	21.50325299
35	21.50102629
36	21.49882761
37	21.49593449
38	21.49272654
39	21.48886288
40	21.48506166
41	21.48131802
42	21.47830711
43	21.4756688
44	21.47339319
45	21.47080448
46	21.46824042
47	21.46569982
48	21.46318158
49	21.46068467
50	21.45723484
51	21.45349581
52	21.44947242
53	21.44516896
54	21.44090512
55	21.43667781
56	21.43248424
57	21.42832191
58	21.42418852
59	21.41977245
60	21.41538411
61	21.41102142
62	21.40637533
63	21.40175335
64	21.39715358
65	21.39257433
66	21.38831943
67	21.38438597
68	21.3801614
69	21.37564609
70	21.37084009
71	21.36574317
72	21.36065999
73	21.35589485
74	21.35144652
75	21.34700817
76	21.34227295
77	21.33785342
78	21.33344221
79	21.32934628
80	21.32525771
81	21.32148441
82	21.31771781
83	21.31395771
84	21.31020394
85	21.30645632
86	21.30178336
87	21.29680471
88	21.29214276
89	21.2881106
90	21.28408372
91	21.28006203
92	21.27604541
93	21.27203378
94	21.26802704
95	21.26402511
96	21.26034447
97	21.25666874
98	21.25299787
99	21.24933183
100	21.24567059
101	21.2416946
102	21.23740289
103	21.23311528
104	21.22883174
105	21.22422978
106	21.21995463
107	21.21600743
108	21.21206463
109	21.20812621
110	21.20451815
111	21.20091475
112	21.19731602
113	21.19339407
114	21.18947651
115	21.1858927
116	21.18231359
117	21.1787392
118	21.17516954
119	21.17160462
120	21.16804446
121	21.16448907
122	21.16093847
123	21.15739268
124	21.15385171
125	21.15031558
126	21.14678432
127	21.14325793
128	21.1393985
129	21.13554374
130	21.13203306
131	21.12852735
132	21.12502663
133	21.12153092
134	21.11804024
135	21.11455461
136	21.11141745
137	21.10794149
138	21.10447066
139	21.10100496
140	21.09754443
141	21.0940891
142	21.09063897
143	21.08719408
144	21.08340563
145	21.07962225
146	21.07584397
147	21.07171968
148	21.0676002
149	21.06348559
150	21.05937587
151	21.05527109
152	21.05117128
153	21.04707649
154	21.04298674
155	21.03890209
156	21.03482256
157	21.0307482
158	21.02667905
159	21.02261514
160	21.01855651
161	21.01414035
162	21.00972912
163	21.00532287
164	21.00092165
165	20.9965255
166	20.99213446
167	20.9877486
168	20.98336795
169	20.97899256
170	20.97462248
171	20.97025775
172	20.96589843
173	20.96154457
174	20.95682131
175	20.95210306
176	20.9473899
177	20.94268186
178	20.93797902
179	20.93328142
180	20.92858913
181	20.9239022
182	20.91922069
183	20.91454465
184	20.90987414
185	20.90520922
186	20.90054995
187	20.89589638
188	20.89124857
189	20.88699675
190	20.88236014
191	20.87772945
192	20.87271147
193	20.86769892
194	20.8630874
195	20.85808549
196	20.8530892
197	20.84809862
198	20.8431138
199	20.8385359
200	20.83396447
201	20.82939956
202	20.82484123
203	20.82028954
204	20.81574454
205	20.8112063
206	20.80667486
207	20.80215028
208	20.79722212
209	20.79271207
210	20.78779635
211	20.78288723
212	20.77798477
213	20.77308903
214	20.7682001
215	20.76331803
216	20.75844289
217	20.75357475
218	20.74829161
219	20.74259153
220	20.73689718
221	20.73120867
222	20.72509841
223	20.71899315
224	20.71246224
225	20.70636766
226	20.70027839
227	20.69419456
228	20.68855298
229	20.68291803
230	20.67728981
231	20.67166841
232	20.66561162
233	20.65911693
234	20.65218154
235	20.64480229
236	20.63742527
237	20.63005065
238	20.62267858
239	20.61530921
240	20.60794269
241	20.60057919
242	20.59321886
243	20.58586186
244	20.57850836
245	20.5711585
246	20.56428098
247	20.557409
248	20.55054271
249	20.54320825
250	20.53587823
251	20.52903075
252	20.52218957
253	20.51535484
254	20.50852672
255	20.50121999
256	20.49391867
257	20.48711229
258	20.4798219
259	20.47253742
260	20.46525901
261	20.45798687
